<DATE>,<TICKER>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOLUME>
07/28/2023,DBC,25550,25550,25100,25100,7185400
07/31/2023,DBC,25250,25350,24800,24850,6367100
08/01/2023,DBC,24950,25550,24850,24850,9102600
08/02/2023,DBC,25000,25500,24950,25500,6064300
08/03/2023,DBC,25850,26800,25800,26100,15005400
08/04/2023,DBC,26400,26400,26000,26000,6491800
08/07/2023,DBC,26500,26700,26100,26150,6794600
08/08/2023,DBC,26450,27950,26300,27950,14812500
08/09/2023,DBC,28350,28350,27250,27300,8190100
08/10/2023,DBC,27500,27750,25800,25850,15072700
08/11/2023,DBC,26000,26250,25650,26250,7875500
08/14/2023,DBC,26400,26400,25900,26100,8260500
08/15/2023,DBC,26200,26700,26050,26200,6255100
08/16/2023,DBC,26050,26400,25850,26150,6585900
08/17/2023,DBC,26200,26450,25500,25500,6482600
08/18/2023,DBC,25500,25800,23750,23750,10369500
08/21/2023,DBC,23750,24000,22100,22300,7644700
08/22/2023,DBC,22400,23500,20950,23500,9571100
08/23/2023,DBC,23800,23800,22800,22800,4299000
08/24/2023,DBC,22800,23400,22450,23100,4910200
08/25/2023,DBC,23100,23750,23050,23250,3818400
08/28/2023,DBC,23600,23900,23350,23750,3476000
08/29/2023,DBC,23800,24200,23700,23800,5017800
08/30/2023,DBC,23750,23900,23500,23500,4546700
08/31/2023,DBC,23800,24900,23550,24800,7606800
09/05/2023,DBC,25100,25600,24900,25600,7137400
09/06/2023,DBC,25800,26400,25200,25900,8606600
09/07/2023,DBC,26000,26300,25600,25900,6964600
09/08/2023,DBC,26100,26450,25800,26000,10682900
09/11/2023,DBC,26300,26350,25000,25000,9466800
09/12/2023,DBC,25100,25700,24650,25700,5259900
09/13/2023,DBC,25800,25800,24750,24900,6303600
09/14/2023,DBC,24900,25400,24400,24400,7459300
09/15/2023,DBC,24500,24850,24250,24750,4106700
09/18/2023,DBC,24750,24850,23800,24200,3732400
09/19/2023,DBC,24700,24700,23850,24300,3660600
09/20/2023,DBC,24350,25500,24300,25400,5667300
09/21/2023,DBC,25350,25550,25000,25100,4116300
09/22/2023,DBC,24700,24800,23400,23800,5075600
09/25/2023,DBC,23300,24100,22150,22150,5667800
09/26/2023,DBC,21600,22650,21100,21100,4569700
09/27/2023,DBC,21000,22300,20650,22300,3293100
09/28/2023,DBC,22250,22300,21850,22050,1741500
09/29/2023,DBC,22050,22350,21900,21900,1889100
10/02/2023,DBC,22100,22650,21850,22450,3424400
10/03/2023,DBC,22200,22450,21200,21300,4162700
10/04/2023,DBC,20650,22000,20650,21700,2873700
10/05/2023,DBC,22000,22400,21700,21900,4159400
10/06/2023,DBC,22000,22350,21700,22300,3168600
10/09/2023,DBC,22500,22700,22150,22350,3496800
10/10/2023,DBC,22500,22900,22300,22300,3295500
10/11/2023,DBC,22350,22450,22100,22400,2499000
10/12/2023,DBC,22550,23300,22500,22800,4810600
10/13/2023,DBC,22350,23100,22250,23100,3870600
10/16/2023,DBC,23250,23350,22350,22450,2315000
10/17/2023,DBC,22650,22750,21000,21000,2533000
10/18/2023,DBC,21150,21300,19550,20200,5311400
10/19/2023,DBC,20500,20500,19800,19800,2717300
10/20/2023,DBC,19800,21000,19750,21000,2328700
10/23/2023,DBC,21100,21150,20400,20700,2087900
10/24/2023,DBC,21000,21450,20800,21450,2813300
10/25/2023,DBC,21600,22200,21500,21800,5205500
10/26/2023,DBC,20900,21000,20300,20300,5340900
10/27/2023,DBC,20400,21650,19300,20600,5244100
10/30/2023,DBC,19900,20350,19400,19400,1921900
10/31/2023,DBC,19400,19600,18050,18050,3435800
11/01/2023,DBC,18050,18600,17150,18600,3252000
11/02/2023,DBC,18800,19900,18700,19800,3569100
11/03/2023,DBC,20000,20000,19200,19500,3175900
11/06/2023,DBC,19600,19800,19250,19600,2618500
11/07/2023,DBC,19400,20300,19250,19900,4114900
11/08/2023,DBC,20000,21250,19750,21250,6776900
11/09/2023,DBC,21500,22100,21150,21700,7518200
11/10/2023,DBC,21400,22400,21200,21850,6641700
11/13/2023,DBC,21900,23350,21900,23000,11395700
11/14/2023,DBC,23400,23400,22600,23100,5757500
11/15/2023,DBC,23500,23600,22650,22900,7266800
11/16/2023,DBC,22900,23800,22600,23800,8908000
11/17/2023,DBC,24000,24350,23500,24000,12225700
11/20/2023,DBC,23600,24200,23450,23950,6597500
11/21/2023,DBC,24250,24250,23650,23950,4301400
11/22/2023,DBC,23950,24100,23650,24000,5321400
11/23/2023,DBC,24300,24950,24000,24000,12452200
11/24/2023,DBC,24000,24150,22850,24000,8684000
11/27/2023,DBC,24100,24100,23200,23200,5367600
11/28/2023,DBC,23300,23600,22500,23600,6156200
11/29/2023,DBC,23800,24200,23700,24200,6411900
11/30/2023,DBC,24350,24700,23950,24700,12172700
12/01/2023,DBC,24700,25150,24500,25100,10828500
12/04/2023,DBC,25450,25700,25100,25650,11048600
12/05/2023,DBC,25800,25850,25250,25650,8712200
12/06/2023,DBC,25650,25900,25300,25850,9631000
12/07/2023,DBC,25850,26200,24550,25200,12794700
12/08/2023,DBC,25550,25550,24850,25450,7390100
12/11/2023,DBC,25550,25750,25100,25700,8234400
12/12/2023,DBC,25800,26250,25700,26150,11918400
12/13/2023,DBC,26150,26200,25300,25600,8378000
12/14/2023,DBC,25400,25700,24900,25000,7126900
12/15/2023,DBC,24800,25600,24800,25400,7002800
12/18/2023,DBC,25300,25450,25050,25200,4491200
12/19/2023,DBC,25200,25400,24650,25300,4866600
12/20/2023,DBC,25300,25850,25150,25700,7248900
12/21/2023,DBC,25800,26750,25550,26450,16046200
12/22/2023,DBC,26250,26500,25850,26200,7291400
12/25/2023,DBC,26150,26500,26000,26300,8390700
12/26/2023,DBC,26350,26850,26300,26850,13213800
12/27/2023,DBC,27000,27400,26600,27250,14943200
12/28/2023,DBC,27250,27600,27000,27300,9204400
12/29/2023,DBC,27300,27550,26700,27400,12237600
01/02/2024,DBC,27500,27900,27200,27500,10819700
01/03/2024,DBC,27400,27500,27050,27250,7333200
01/04/2024,DBC,27250,27400,26950,27000,10606800
01/05/2024,DBC,27100,27200,26700,27100,7905500
01/08/2024,DBC,26900,27250,26450,26500,9728800
01/09/2024,DBC,26600,26600,25800,25800,10522000
01/10/2024,DBC,25700,26500,25200,26350,9851100
01/11/2024,DBC,26350,26800,26000,26200,7109800
01/12/2024,DBC,26000,26050,25350,25500,9896700
01/15/2024,DBC,25600,25800,24850,24850,5981300
01/16/2024,DBC,24850,26150,24850,26150,7716700
01/17/2024,DBC,26200,26450,25850,26150,6179500
01/18/2024,DBC,26150,26250,25850,25900,6235600
01/19/2024,DBC,26000,26100,25600,25650,6798400
01/22/2024,DBC,25700,26300,25700,26300,11542100
01/23/2024,DBC,26350,26350,25800,25850,4494100
01/24/2024,DBC,26000,26000,25550,25600,3992000
01/25/2024,DBC,25750,25750,25400,25450,3869700
01/26/2024,DBC,25600,25600,25300,25600,3943500
01/29/2024,DBC,25800,26150,25650,26000,6627100
01/30/2024,DBC,25900,27000,25750,27000,13141900
01/31/2024,DBC,27100,27150,26150,26350,8658400
02/01/2024,DBC,26450,27000,26350,27000,8911600
02/02/2024,DBC,27100,27200,26550,26700,9519900
02/05/2024,DBC,26800,26950,26400,26400,6609400
02/06/2024,DBC,26500,27200,26450,27050,11682900
02/07/2024,DBC,27150,28550,27050,28550,22298800
02/15/2024,DBC,28700,28950,28250,28400,10244100
02/16/2024,DBC,28450,28850,28100,28850,11946200
02/19/2024,DBC,29000,30000,28100,30000,13515600
02/20/2024,DBC,29750,29800,29250,29700,10416500
02/21/2024,DBC,29700,30200,29200,29800,9116900
02/22/2024,DBC,29750,30400,29650,30100,11728100
02/23/2024,DBC,30200,30300,28500,28500,13365300
02/26/2024,DBC,28750,29300,28350,29200,11778000
02/27/2024,DBC,29450,29800,28850,29700,9889000
02/28/2024,DBC,29850,30250,29550,30200,12978800
02/29/2024,DBC,30300,30300,29450,29900,10770500
03/01/2024,DBC,30000,30100,29500,29700,9046900
03/04/2024,DBC,29600,29700,29150,29400,11732100
03/05/2024,DBC,29500,29850,29050,29750,11641300
03/06/2024,DBC,29750,29800,29050,29050,7571600
03/07/2024,DBC,29200,29400,28950,29100,9416000
03/08/2024,DBC,29200,29750,28800,29400,15214000
03/11/2024,DBC,29600,30700,29600,30600,24071400
03/12/2024,DBC,30750,30850,30150,30700,12795900
03/13/2024,DBC,30850,32000,30550,32000,17142300
03/14/2024,DBC,31900,32000,31200,31600,13441600
03/15/2024,DBC,31700,31750,31050,31500,9078600
03/18/2024,DBC,31400,31800,29300,30600,16271800
03/19/2024,DBC,30700,31000,30100,30600,8905600
03/20/2024,DBC,30700,31300,30400,31000,10101400
03/21/2024,DBC,31200,31700,31050,31550,11551500
03/22/2024,DBC,31700,32000,31350,31550,12661200
03/25/2024,DBC,31600,31600,30450,30650,11126200
03/26/2024,DBC,30500,31500,30150,31500,7957300
03/27/2024,DBC,31550,31800,31300,31700,7626900
03/28/2024,DBC,31900,32400,31800,32200,10512500
03/29/2024,DBC,32450,32650,31900,32400,10452500
04/01/2024,DBC,32400,32450,31750,32000,8168400
04/02/2024,DBC,31850,32300,31400,32250,8492000
04/03/2024,DBC,32300,32400,31550,31950,6825200
04/04/2024,DBC,32450,33550,32200,32400,21199800
04/05/2024,DBC,32000,32200,30550,30550,9486400
04/08/2024,DBC,30750,30800,30100,30500,9741400
04/09/2024,DBC,30500,30800,29650,30700,10859500
04/10/2024,DBC,30650,31250,30500,30800,7580800
04/11/2024,DBC,30300,31050,30150,31000,8387000
04/12/2024,DBC,31200,31300,30750,30900,5274900
04/15/2024,DBC,30900,30900,28750,28750,8388100
04/16/2024,DBC,28600,28650,26950,27400,10396600
04/17/2024,DBC,27700,28100,27350,27650,7648800
04/19/2024,DBC,27000,27300,26000,26000,10159500
04/22/2024,DBC,26300,27800,26100,27800,10985600
04/23/2024,DBC,27700,27800,26200,27000,7203400
04/24/2024,DBC,27100,28000,27100,28000,9206300
04/25/2024,DBC,28050,28050,27250,27700,6432800
04/26/2024,DBC,27400,28200,27350,28000,7794700
05/02/2024,DBC,28300,28750,28050,28350,7089200
05/03/2024,DBC,28500,28650,27800,27900,6654700
05/06/2024,DBC,28100,28950,28050,28850,9788400
05/07/2024,DBC,29000,29650,28800,29500,10723200
05/08/2024,DBC,29100,29450,28850,29300,7709500
05/09/2024,DBC,29450,29600,28900,28900,6852100
05/10/2024,DBC,29100,30700,29000,30700,16847400
05/13/2024,DBC,30700,31750,30400,31200,15442400
05/14/2024,DBC,31500,31500,30850,30950,7535800
05/15/2024,DBC,31200,31700,30800,30850,11524000
05/16/2024,DBC,31200,31800,30850,31400,12118900
05/17/2024,DBC,31900,33550,31800,33400,20400600
05/20/2024,DBC,34200,34650,33950,34550,13839800
05/21/2024,DBC,34500,35450,33950,35050,12220100
05/22/2024,DBC,35300,35300,34250,34350,11754100
05/23/2024,DBC,34100,35750,34100,35650,7568700
