<DATE>,<TICKER>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOLUME>
07/24/2023,VTK,20000,20000,20000,20000,2135
07/25/2023,VTK,19600,20000,19500,19500,1792
07/26/2023,VTK,19600,19600,19600,19600,2031
07/27/2023,VTK,19600,19600,19500,19500,3403
07/28/2023,VTK,20000,20000,19600,19600,349
07/31/2023,VTK,19600,19600,19600,19600,100
08/01/2023,VTK,19700,19700,19600,19600,13018
08/02/2023,VTK,19600,19600,19500,19600,3000
08/03/2023,VTK,19600,19700,19600,19600,5200
08/04/2023,VTK,19600,19700,19600,19600,4404
08/07/2023,VTK,19600,19800,19500,19500,2434
08/08/2023,VTK,19600,19900,19500,19900,4800
08/09/2023,VTK,19700,19900,19700,19700,4803
08/10/2023,VTK,19500,19500,19500,19500,2011
08/11/2023,VTK,19500,19600,19500,19500,5300
08/14/2023,VTK,19400,19900,19400,19800,4272
08/15/2023,VTK,19600,19600,19500,19600,11052
08/16/2023,VTK,19900,19900,19800,19800,3902
08/17/2023,VTK,19800,20000,19700,19800,14472
08/18/2023,VTK,19700,19700,19000,19000,5156
08/21/2023,VTK,18600,18600,18500,18500,7359
08/22/2023,VTK,18600,18600,18200,18200,8010
08/23/2023,VTK,18500,18500,18500,18500,307
08/24/2023,VTK,18400,18500,18100,18500,2416
08/25/2023,VTK,18500,18700,18500,18700,22140
08/28/2023,VTK,18800,19900,18800,19900,32816
08/29/2023,VTK,18900,19500,18900,19500,3642
08/30/2023,VTK,19200,19300,19200,19200,5725
08/31/2023,VTK,19400,19400,19200,19300,4532
09/05/2023,VTK,19400,19500,19400,19500,484
09/06/2023,VTK,19500,19500,19400,19400,6803
09/07/2023,VTK,18900,20800,18900,20000,9830
09/08/2023,VTK,20300,20600,20200,20400,15499
09/11/2023,VTK,20500,20500,19900,20300,15400
09/12/2023,VTK,20300,20300,20300,20300,624
09/13/2023,VTK,19600,21000,19500,20300,18842
09/14/2023,VTK,20300,20300,20300,20300,464
09/15/2023,VTK,20200,20200,20100,20100,503
09/18/2023,VTK,20200,20200,19200,19500,8465
09/19/2023,VTK,19500,19600,19500,19600,2492
09/20/2023,VTK,20500,20500,19700,20200,2338
09/21/2023,VTK,20400,20500,20300,20300,3266
09/22/2023,VTK,20400,20400,20300,20300,388
09/25/2023,VTK,20400,20400,19500,19500,3266
09/26/2023,VTK,19600,19800,19500,19500,6828
09/27/2023,VTK,19000,19500,19000,19500,5601
09/28/2023,VTK,19900,19900,19500,19500,261
09/29/2023,VTK,20000,20000,20000,20000,6600
10/02/2023,VTK,20000,20000,20000,20000,600
10/03/2023,VTK,19800,19800,19500,19500,626
10/04/2023,VTK,19600,19600,19600,19600,0
10/05/2023,VTK,20200,21000,20200,20200,15334
10/06/2023,VTK,20000,20000,19700,19800,2111
10/09/2023,VTK,20500,20600,20300,20300,4355
10/10/2023,VTK,20400,20500,20300,20300,4909
10/11/2023,VTK,20300,20300,20200,20200,1900
10/12/2023,VTK,21000,21000,21000,21000,223
10/13/2023,VTK,19300,20900,19300,20000,1100
10/16/2023,VTK,20000,20400,20000,20100,2471
10/17/2023,VTK,20800,20800,20200,20200,3657
10/18/2023,VTK,20300,20300,20100,20100,11318
10/19/2023,VTK,20000,20000,19600,19600,2074
10/20/2023,VTK,20200,20200,20200,20200,625
10/23/2023,VTK,20000,20000,19600,20000,1237
10/24/2023,VTK,19700,19700,19700,19700,168
10/25/2023,VTK,20900,21000,20900,21000,2007
10/26/2023,VTK,18200,19600,18200,19500,2425
10/27/2023,VTK,19600,19600,19500,19600,5740
10/30/2023,VTK,19500,19600,19200,19200,3164
10/31/2023,VTK,19400,19400,19400,19400,508
11/01/2023,VTK,19100,20000,19100,20000,1601
11/02/2023,VTK,20000,21500,20000,21100,18212
11/03/2023,VTK,21000,21000,21000,21000,200
11/06/2023,VTK,20800,20800,20800,20800,416
11/07/2023,VTK,20800,20800,20800,20800,501
11/08/2023,VTK,20900,20900,20800,20900,2600
11/09/2023,VTK,20800,21000,20600,20800,20452
11/10/2023,VTK,20800,20800,20800,20800,700
11/13/2023,VTK,21000,21000,21000,21000,9781
11/14/2023,VTK,21000,21000,21000,21000,6525
11/15/2023,VTK,21500,21500,21000,21100,10619
11/16/2023,VTK,21100,21700,21100,21500,10881
11/17/2023,VTK,21500,21700,21500,21600,9384
11/20/2023,VTK,21500,21600,21400,21600,3516
11/21/2023,VTK,21500,21800,21500,21600,15628
11/22/2023,VTK,21800,21800,21800,21800,254
11/23/2023,VTK,21800,22000,21500,21900,7883
11/24/2023,VTK,22000,24000,22000,22200,9328
11/27/2023,VTK,22400,23500,22400,23000,783
11/28/2023,VTK,19400,24000,19400,22400,4800
11/29/2023,VTK,22900,23000,22700,22700,486
11/30/2023,VTK,22800,23300,22800,23200,7730
12/01/2023,VTK,23800,24200,23800,24000,23700
12/04/2023,VTK,24200,26800,24200,26700,37698
12/05/2023,VTK,27000,29000,27000,28800,39739
12/06/2023,VTK,28800,32100,28800,31900,54309
12/07/2023,VTK,31100,33900,31000,31300,36150
12/08/2023,VTK,31300,31300,29500,29700,42345
12/11/2023,VTK,30300,31000,29400,29400,4713
12/12/2023,VTK,29200,29200,27200,28000,33852
12/13/2023,VTK,29800,30000,28700,29000,12083
12/14/2023,VTK,29300,29300,28800,29200,18811
12/15/2023,VTK,29500,33200,29500,29600,5842
12/18/2023,VTK,30000,30000,29300,29300,1438
12/19/2023,VTK,29000,29000,28500,29000,4314
12/20/2023,VTK,28900,29600,28000,29100,13387
12/21/2023,VTK,33200,33200,28400,29500,8239
12/22/2023,VTK,29000,29500,28700,29500,5409
12/25/2023,VTK,29500,31300,29500,31000,29049
12/26/2023,VTK,31300,31300,30500,30700,7840
12/27/2023,VTK,31000,32300,31000,31000,14335
12/28/2023,VTK,31900,31900,31000,31500,33644
12/29/2023,VTK,32000,33800,31400,33000,38128
01/02/2024,VTK,33100,33800,32000,33300,18071
01/03/2024,VTK,33500,37000,33500,36000,57427
01/04/2024,VTK,38000,38500,36500,37000,34382
01/05/2024,VTK,37900,38900,36900,37000,64105
01/08/2024,VTK,37500,39000,37400,38500,47367
01/09/2024,VTK,39200,39200,37700,38200,27348
01/10/2024,VTK,38200,38900,38200,38800,19340
01/11/2024,VTK,38800,39000,38400,38600,23179
01/12/2024,VTK,39000,39000,37800,38600,27705
01/15/2024,VTK,39000,44000,38300,41000,35550
01/16/2024,VTK,43000,45000,41000,44900,71661
01/17/2024,VTK,44900,45900,43300,43500,20205
01/18/2024,VTK,44900,44900,41500,41800,32003
01/19/2024,VTK,44000,46000,41800,42100,18811
01/22/2024,VTK,42400,43800,42000,43000,18484
01/23/2024,VTK,43200,43200,42100,43000,18156
01/24/2024,VTK,42000,43000,41000,41900,24702
01/25/2024,VTK,41900,42800,40500,40600,23252
01/26/2024,VTK,41000,41300,41000,41000,9496
01/29/2024,VTK,41300,41300,40400,41100,7722
01/30/2024,VTK,43000,47000,40200,41100,10651
01/31/2024,VTK,41300,41300,40500,40800,13011
02/01/2024,VTK,40700,42000,40600,41000,19615
02/02/2024,VTK,41500,42000,41400,41400,19700
02/05/2024,VTK,41400,41800,41000,41200,30823
02/06/2024,VTK,41700,41700,41100,41600,10261
02/07/2024,VTK,38600,41700,38600,41500,10548
02/15/2024,VTK,41000,41200,40600,40700,15411
02/16/2024,VTK,40900,41000,40400,41000,18796
02/19/2024,VTK,42600,42600,41000,41600,48512
02/20/2024,VTK,41500,42000,41500,42000,30180
02/21/2024,VTK,41700,42900,41700,42500,20317
02/22/2024,VTK,43000,43000,42100,42800,32900
02/23/2024,VTK,42600,42800,41700,42300,22939
02/26/2024,VTK,42300,42300,41700,41900,2502
02/27/2024,VTK,41800,42900,41800,42800,32832
02/28/2024,VTK,42800,44000,42600,42900,7573
02/29/2024,VTK,42600,42600,42000,42500,7843
03/01/2024,VTK,41700,41800,39900,41500,90543
03/04/2024,VTK,43000,43000,41200,41300,5739
03/05/2024,VTK,41700,41700,40800,40800,27470
03/06/2024,VTK,41200,41200,40600,40900,14211
03/07/2024,VTK,40700,41700,40600,40800,10013
03/08/2024,VTK,42900,42900,40500,40500,30952
03/11/2024,VTK,40000,44200,40000,44000,113930
03/12/2024,VTK,45000,49300,45000,49300,146259
03/13/2024,VTK,52000,56000,52000,56000,96556
03/14/2024,VTK,59000,63000,53900,56000,106458
03/15/2024,VTK,56000,56000,51500,54900,48342
03/18/2024,VTK,54900,54900,47500,49700,65936
03/19/2024,VTK,49700,50100,49100,50000,40668
03/20/2024,VTK,51500,51500,50000,51300,15435
03/21/2024,VTK,51400,52500,50500,52400,25547
03/22/2024,VTK,52800,53000,51600,52000,25124
03/25/2024,VTK,51000,53000,47000,51200,16675
03/26/2024,VTK,48500,51000,48200,50400,19953
03/27/2024,VTK,49900,55000,49000,52700,54657
03/28/2024,VTK,54000,54100,51600,51700,49389
03/29/2024,VTK,52200,52200,50000,51400,47552
04/01/2024,VTK,51400,51800,50700,51500,20207
04/02/2024,VTK,51200,54100,51000,53900,110227
04/03/2024,VTK,54000,61100,54000,61100,181094
04/04/2024,VTK,60500,68500,58000,62000,151577
04/05/2024,VTK,61900,61900,57300,58900,99622
04/08/2024,VTK,56700,57700,51000,51700,104138
04/09/2024,VTK,52000,54200,49000,50700,75098
04/10/2024,VTK,52000,53100,51000,52000,86432
04/11/2024,VTK,50000,51600,49500,51600,29356
04/12/2024,VTK,50900,52500,50700,51800,34808
04/15/2024,VTK,51800,51800,45100,46400,87909
04/16/2024,VTK,46600,47900,44000,47900,104144
04/17/2024,VTK,46100,47900,46000,46100,30301
04/19/2024,VTK,46000,46500,44000,45500,31197
04/22/2024,VTK,47500,47600,46400,47400,30672
04/23/2024,VTK,47400,52000,47400,52000,114068
04/24/2024,VTK,52000,55500,52000,55000,71535
04/25/2024,VTK,56000,57000,53700,54200,85609
04/26/2024,VTK,55300,55300,53500,54300,67137
05/02/2024,VTK,54200,54200,52300,53700,51289
05/03/2024,VTK,56000,56000,53300,53400,38579
05/06/2024,VTK,54600,56000,53500,54500,42086
05/07/2024,VTK,54200,55900,54000,55600,82235
05/08/2024,VTK,56000,57500,54900,57100,140252
05/09/2024,VTK,57900,57900,56300,56400,55516
05/10/2024,VTK,56000,56400,54500,55100,88845
05/13/2024,VTK,55200,56400,53500,54000,65827
05/14/2024,VTK,54000,54000,52700,52700,74569
05/15/2024,VTK,53300,56000,53300,55000,93041
05/16/2024,VTK,56200,56200,55000,55400,68414
05/17/2024,VTK,55500,63700,55200,63700,277946
05/20/2024,VTK,63700,68700,63700,68700,292281
05/21/2024,VTK,68800,76700,68700,74500,287867
05/22/2024,VTK,74500,82900,74500,82900,222675
05/23/2024,VTK,87000,93100,81800,87900,346644
